Sample_ID,extraction_ID,pcr_replicate,miseq_run,alternative_ID,collection_year,collection_month,collection_day,location1,location2,time_of_day,longitude,latitude,sample_type,depth,project,extraction_by,extraction_date,plate_or_vial,extraction_plate,extraction_well
e00662_B,e00662,B,20240423,NW21_38-10,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,sample,10,NBS,MP,2022_02_23,plate,1_2022,D07
e00663_B,e00663,B,20240423,NW21_38-10,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,sample,10,NBS,MP,2022_02_23,plate,1_2022,E07
e00664_B,e00664,B,20240423,NW21_38-10,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,sample,10,NBS,MP,2022_02_23,plate,1_2022,F07
e00665_B,e00665,B,20240423,NW21_38b,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,G07
e00666_B,e00666,B,20240423,NW21_40-10,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,sample,10,NBS,MP,2022_02_23,plate,1_2022,H07
e00667_B,e00667,B,20240423,NW21_40-10,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,sample,10,NBS,MP,2022_02_23,plate,1_2022,A08
e00668_B,e00668,B,20240423,NW21_40-10,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,sample,10,NBS,MP,2022_02_23,plate,1_2022,B08
e00669_B,e00669,B,20240423,NW21_40b,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,C08
e00670_B,e00670,B,20240423,NW21_43-10,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,sample,10,NBS,MP,2022_02_23,plate,1_2022,D08
e00671_B,e00671,B,20240423,NW21_43-10,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,sample,10,NBS,MP,2022_02_23,plate,1_2022,E08
e00672_B,e00672,B,20240423,NW21_43-10,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,sample,10,NBS,MP,2022_02_23,plate,1_2022,F08
e00673_B,e00673,B,20240423,NW21_43b,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,G08
e00674_B,e00674,B,20240423,NW21_46-10,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,sample,10,NBS,MP,2022_02_23,plate,1_2022,H08
e00675_B,e00675,B,20240423,NW21_46-10,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,sample,10,NBS,MP,2022_02_23,plate,1_2022,A09
e00676_B,e00676,B,20240423,NW21_46-10,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,sample,10,NBS,MP,2022_02_23,plate,1_2022,B09
e00677_B,e00677,B,20240423,NW21_46b,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,C09
e00678_B,e00678,B,20240423,NW21_14-10,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,10,NBS,MP,2022_02_23,plate,1_2022,D09
e00679_B,e00679,B,20240423,NW21_14-10,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,10,NBS,MP,2022_02_23,plate,1_2022,E09
e00680_B,e00680,B,20240423,NW21_14-10,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,10,NBS,MP,2022_02_23,plate,1_2022,F09
e00681_B,e00681,B,20240423,NW21_14-50,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,50,NBS,MP,2022_02_23,plate,1_2022,G09
e00682_B,e00682,B,20240423,NW21_14-50,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,50,NBS,MP,2022_02_23,plate,1_2022,H09
e0683_B,e0683,B,20240423,NW21_14-50,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,50,NBS,MP,2022_02_23,plate,1_2022,A10
PC1_B,PC1,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive_control,NA,NA,NA,NA,NA,NA,NA
NC1_B,NC1,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCR_control,NA,NA,NA,NA,NA,NA,NA
e00611_C,e00611,C,20240423,NW21_2-10,2021,8,30,2,Northern Bering Sea,08202017 20:15:42.489,60.0014,-169.0017,sample,10,NBS,MP,2022_02_23,plate,1_2022,A01
e00612_C,e00612,C,20240423,NW21_2-10,2021,8,30,2,Northern Bering Sea,08202017 20:15:42.489,60.0014,-169.0017,sample,10,NBS,MP,2022_02_23,plate,1_2022,B01
e00613_C,e00613,C,20240423,NW21_2-10,2021,8,30,2,Northern Bering Sea,08202017 20:15:42.489,60.0014,-169.0017,sample,10,NBS,MP,2022_02_23,plate,1_2022,C01
e00614_C,e00614,C,20240423,NW21_5-40,2021,8,31,5,Northern Bering Sea,08312021 20:39:34.703,60.5,-170.9946,sample,40,NBS,MP,2022_02_23,plate,1_2022,D01
e00615_C,e00615,C,20240423,NW21_5-40,2021,8,31,5,Northern Bering Sea,08312021 20:39:34.703,60.5,-170.9946,sample,40,NBS,MP,2022_02_23,plate,1_2022,E01
e00616_C,e00616,C,20240423,NW21_5-40,2021,8,31,5,Northern Bering Sea,08312021 20:39:34.703,60.5,-170.9946,sample,40,NBS,MP,2022_02_23,plate,1_2022,F01
e00617_C,e00617,C,20240423,NW21_5-10,2021,8,31,5,Northern Bering Sea,08312021 20:39:34.703,60.5,-170.9946,sample,10,NBS,MP,2022_02_23,plate,1_2022,G01
e00618_C,e00618,C,20240423,NW21_5-10,2021,8,31,5,Northern Bering Sea,08312021 20:39:34.703,60.5,-170.9946,sample,10,NBS,MP,2022_02_23,plate,1_2022,H01
e00619_C,e00619,C,20240423,NW21_5-10,2021,8,31,5,Northern Bering Sea,08312021 20:39:34.703,60.5,-170.9946,sample,10,NBS,MP,2022_02_23,plate,1_2022,A02
e00620_C,e00620,C,20240423,NW21_5b,2021,8,31,5,Northern Bering Sea,08312021 20:39:34.703,60.5,-170.9946,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,B02
e00621_C,e00621,C,20240423,NW21_8-10,2021,9,1,8,Northern Bering Sea,09012021 20:17:53.075,60.4995,-168.0016,sample,10,NBS,MP,2022_02_23,plate,1_2022,C02
e00622_C,e00622,C,20240423,NW21_8-10,2021,9,1,8,Northern Bering Sea,09012021 20:17:53.075,60.4995,-168.0016,sample,10,NBS,MP,2022_02_23,plate,1_2022,D02
e00623_C,e00623,C,20240423,NW21_8-10,2021,9,1,8,Northern Bering Sea,09012021 20:17:53.075,60.4995,-168.0016,sample,10,NBS,MP,2022_02_23,plate,1_2022,E02
e00624_C,e00624,C,20240423,NW21_8b,2021,9,1,8,Northern Bering Sea,09012021 20:17:53.075,60.4995,-168.0016,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,F02
e00625_C,e00625,C,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2022_02_23,plate,1_2022,G02
e00626_C,e00626,C,20240423,NW21_11-10,2021,9,2,11,Northern Bering Sea,09022021 20:28:38.688,61.0025,-168.002,sample,10,NBS,MP,2022_02_23,plate,1_2022,H02
e00627_C,e00627,C,20240423,NW21_11-10,2021,9,2,11,Northern Bering Sea,09022021 20:28:38.688,61.0025,-168.002,sample,10,NBS,MP,2022_02_23,plate,1_2022,A03
e00628_C,e00628,C,20240423,NW21_11b,2021,9,2,11,Northern Bering Sea,09022021 20:28:38.688,61.0025,-168.002,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,B03
e00629_C,e00629,C,20240423,NW21_2b,2021,8,30,2,Northern Bering Sea,08202017 20:15:42.489,60.0014,-169.0017,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,C03
e00630_C,e00630,C,20240423,NW21_17-10,2021,9,4,17,Northern Bering Sea,09042021 20:26:56.815,61.5004,-168.9987,sample,10,NBS,MP,2022_02_23,plate,1_2022,D03
e00631_C,e00631,C,20240423,NW21_17-10,2021,9,4,17,Northern Bering Sea,09042021 20:26:56.815,61.5004,-168.9987,sample,10,NBS,MP,2022_02_23,plate,1_2022,E03
e00632_C,e00632,C,20240423,NW21_17-10,2021,9,4,17,Northern Bering Sea,09042021 20:26:56.815,61.5004,-168.9987,sample,10,NBS,MP,2022_02_23,plate,1_2022,F03
e00633_C,e00633,C,20240423,NW21_17b,2021,9,4,17,Northern Bering Sea,09042021 20:26:56.815,61.5004,-168.9987,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,G03
e00634_C,e00634,C,20240423,NW21_20-10,2021,9,5,20,Northern Bering Sea,09052021 21:01:01.200,62.0006,-166.9998,sample,10,NBS,MP,2022_02_23,plate,1_2022,H03
e00635_C,e00635,C,20240423,NW21_20-10,2021,9,5,20,Northern Bering Sea,09052021 21:01:01.200,62.0006,-166.9998,sample,10,NBS,MP,2022_02_23,plate,1_2022,A04
e00636_C,e00636,C,20240423,NW21_20-10,2021,9,5,20,Northern Bering Sea,09052021 21:01:01.200,62.0006,-166.9998,sample,10,NBS,MP,2022_02_23,plate,1_2022,B04
e00637_C,e00637,C,20240423,NW21_20b,2021,9,5,20,Northern Bering Sea,09052021 21:01:01.200,62.0006,-166.9998,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,C04
e00638_C,e00638,C,20240423,NW21_23-40,2021,9,6,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,40,NBS,MP,2022_02_23,plate,1_2022,D04
e00639_C,e00639,C,20240423,NW21_23-40,2021,9,6,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,40,NBS,MP,2022_02_23,plate,1_2022,E04
e00640_C,e00640,C,20240423,NW21_23-40,2021,9,6,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,40,NBS,MP,2022_02_23,plate,1_2022,F04
e00641_C,e00641,C,20240423,NW21_23-10,2021,9,6,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,10,NBS,MP,2022_02_23,plate,1_2022,G04
e00642_C,e00642,C,20240423,NW21_23-10,2021,9,6,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,10,NBS,MP,2022_02_23,plate,1_2022,H04
e00643_C,e00643,C,20240423,NW21_23-10,2021,9,6,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,10,NBS,MP,2022_02_23,plate,1_2022,A05
e00644_C,e00644,C,20240423,NW21_23b,2021,9,6,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,B05
e00645_C,e00645,C,20240423,NW21_26-10,2021,9,7,26,Northern Bering Sea,09072021 20:24:38.304,62.4999,-169.9952,sample,10,NBS,MP,2022_02_23,plate,1_2022,C05
e00646_C,e00646,C,20240423,NW21_26-10,2021,9,7,26,Northern Bering Sea,09072021 20:24:38.304,62.4999,-169.9952,sample,10,NBS,MP,2022_02_23,plate,1_2022,D05
e00647_C,e00647,C,20240423,NW21_26-10,2021,9,7,26,Northern Bering Sea,09072021 20:24:38.304,62.4999,-169.9952,sample,10,NBS,MP,2022_02_23,plate,1_2022,E05
e00648_C,e00648,C,20240423,NW21_26b,2021,9,7,26,Northern Bering Sea,09072021 20:24:38.304,62.4999,-169.9952,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,F05
e00649_C,e00649,C,20240423,NW21_29-10,2021,9,8,29,Northern Bering Sea,09082021 20:16:41.371,62.4995,-166.9961,sample,10,NBS,MP,2022_02_23,plate,1_2022,G05
e00650_C,e00650,C,20240423,NW21_29-10,2021,9,8,29,Northern Bering Sea,09082021 20:16:41.371,62.4995,-166.9961,sample,10,NBS,MP,2022_02_23,plate,1_2022,H05
e00651_C,e00651,C,20240423,NW21_29-10,2021,9,8,29,Northern Bering Sea,09082021 20:16:41.371,62.4995,-166.9961,sample,10,NBS,MP,2022_02_23,plate,1_2022,A06
e00652_C,e00652,C,20240423,NW21_29b,2021,9,8,29,Northern Bering Sea,09082021 20:16:41.371,62.4995,-166.9961,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,B06
e00653_C,e00653,C,20240423,NW21_23-10,2021,9,9,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,10,NBS,MP,2022_02_23,plate,1_2022,C06
e00654_C,e00654,C,20240423,NW21_23-10,2021,9,9,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,10,NBS,MP,2022_02_23,plate,1_2022,D06
e00655_C,e00655,C,20240423,NW21_23-10,2021,9,9,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,sample,10,NBS,MP,2022_02_23,plate,1_2022,E06
e00656_C,e00656,C,20240423,NW21_23b,2021,9,9,23,Northern Bering Sea,09062021 20:40:32.158,62.0002,-169.9995,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,F06
e00657_C,e00657,C,20240423,NW21_35-10,2021,9,10,35,Northern Bering Sea,09102021 21:19:52.199,64.0006,-169.0008,sample,10,NBS,MP,2022_02_23,plate,1_2022,G06
e00658_C,e00658,C,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2022_02_23,plate,1_2022,H06
e00659_C,e00659,C,20240423,NW21_35-10,2021,9,10,35,Northern Bering Sea,09102021 21:19:52.199,64.0006,-169.0008,sample,10,NBS,MP,2022_02_23,plate,1_2022,A07
e00660_C,e00660,C,20240423,NW21_35-10,2021,9,10,35,Northern Bering Sea,09102021 21:19:52.199,64.0006,-169.0008,sample,10,NBS,MP,2022_02_23,plate,1_2022,B07
e00661_C,e00661,C,20240423,NW21_35b,2021,9,10,35,Northern Bering Sea,09102021 21:19:52.199,64.0006,-169.0008,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,C07
e00662_C,e00662,C,20240423,NW21_38-10,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,sample,10,NBS,MP,2022_02_23,plate,1_2022,D07
e00663_C,e00663,C,20240423,NW21_38-10,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,sample,10,NBS,MP,2022_02_23,plate,1_2022,E07
e00664_C,e00664,C,20240423,NW21_38-10,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,sample,10,NBS,MP,2022_02_23,plate,1_2022,F07
e00665_C,e00665,C,20240423,NW21_38b,2021,9,11,38,Northern Bering Sea,09112021 20:59:14.386,65.0022,-167.5036,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,G07
e00666_C,e00666,C,20240423,NW21_40-10,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,sample,10,NBS,MP,2022_02_23,plate,1_2022,H07
e00667_C,e00667,C,20240423,NW21_40-10,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,sample,10,NBS,MP,2022_02_23,plate,1_2022,A08
e00668_C,e00668,C,20240423,NW21_40-10,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,sample,10,NBS,MP,2022_02_23,plate,1_2022,B08
e00669_C,e00669,C,20240423,NW21_40b,2021,9,12,40,Northern Bering Sea,09122021 19:55:00.846,64.5,-168.001,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,C08
e00670_C,e00670,C,20240423,NW21_43-10,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,sample,10,NBS,MP,2022_02_23,plate,1_2022,D08
e00671_C,e00671,C,20240423,NW21_43-10,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,sample,10,NBS,MP,2022_02_23,plate,1_2022,E08
e00672_C,e00672,C,20240423,NW21_43-10,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,sample,10,NBS,MP,2022_02_23,plate,1_2022,F08
e00673_C,e00673,C,20240423,NW21_43b,2021,9,13,43,Northern Bering Sea,09132021 20:16:05.224,64.0003,-166.0012,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,G08
e00674_C,e00674,C,20240423,NW21_46-10,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,sample,10,NBS,MP,2022_02_23,plate,1_2022,H08
e00675_C,e00675,C,20240423,NW21_46-10,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,sample,10,NBS,MP,2022_02_23,plate,1_2022,A09
e00676_C,e00676,C,20240423,NW21_46-10,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,sample,10,NBS,MP,2022_02_23,plate,1_2022,B09
e00677_C,e00677,C,20240423,NW21_46b,2021,9,14,46,Northern Bering Sea,09142021 20:33:35.514,64.1004,-162.499,field_blank,NA,NBS,MP,2022_02_23,plate,1_2022,C09
e00678_C,e00678,C,20240423,NW21_14-10,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,10,NBS,MP,2022_02_23,plate,1_2022,D09
e00679_C,e00679,C,20240423,NW21_14-10,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,10,NBS,MP,2022_02_23,plate,1_2022,E09
e00680_C,e00680,C,20240423,NW21_14-10,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,10,NBS,MP,2022_02_23,plate,1_2022,F09
e00681_C,e00681,C,20240423,NW21_14-50,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,50,NBS,MP,2022_02_23,plate,1_2022,G09
e00682_C,e00682,C,20240423,NW21_14-50,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,50,NBS,MP,2022_02_23,plate,1_2022,H09
e0683_C,e0683,C,20240423,NW21_14-50,2021,9,3,14,Northern Bering Sea,09032021 20:50:34.316,60.9997,-171.0066,sample,50,NBS,MP,2022_02_23,plate,1_2022,A10
PC1_C,PC1,C,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive_control,NA,NA,NA,NA,NA,NA,NA
NC1_C,NC1,C,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCR_control,NA,NA,NA,NA,NA,NA,NA
e01821_A,e01821,A,20240423,NW22-01_ST31_0m_1,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,A01
e01822_A,e01822,A,20240423,NW22-01_ST31_0m_2,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,B01
e01823_A,e01823,A,20240423,NW22-01_ST31_0m_3,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,C01
e01824_A,e01824,A,20240423,NW22-02_ST31_blank_4,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,D01
e01825_A,e01825,A,20240423,NW22-02_ST34_0m_1,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,E01
e01826_A,e01826,A,20240423,NW22-02_ST34_0m_2,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,F01
e01827_A,e01827,A,20240423,NW22-02_ST34_0m_3,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,G01
e01828_A,e01828,A,20240423,NW22-02_ST34_blank_4,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H01
e01829_A,e01829,A,20240423,NW22-02_ST37_0m_1,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,A02
e01830_A,e01830,A,20240423,NW22-02_ST37_0m_2,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,B02
e01831_A,e01831,A,20240423,NW22-02_ST37_0m_3,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,C02
e01832_A,e01832,A,20240423,NW22-02_ST37_blank_4,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,D02
e01833_A,e01833,A,20240423,NW22-02_ST40_0m_2,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,sample,0,NBS,MP,2023_01_05,plate,16_2023,E02
e01834_A,e01834,A,20240423,NW22-02_ST40_0m_3,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,sample,0,NBS,MP,2023_01_05,plate,16_2023,F02
e01835_A,e01835,A,20240423,NW22-02_ST40_blank_4,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,G02
e01836_A,e01836,A,20240423,NW22-02_ST4_0m_1,2022,,,4,Northern Bering Sea,09032022 00:50:20.663,60.4974,-169.9963,sample,0,NBS,MP,2023_01_05,plate,16_2023,H02
e01837_A,e01837,A,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,A03
e01838_A,e01838,A,20240423,NW22-02_ST4_0m_2,2022,,,4,Northern Bering Sea,09032022 00:50:20.663,60.4974,-169.9963,sample,0,NBS,MP,2023_01_05,plate,16_2023,B03
e01839_A,e01839,A,20240423,NW22-02_ST4_0m_3,2022,,,4,Northern Bering Sea,09032022 00:50:20.663,60.4974,-169.9963,sample,0,NBS,MP,2023_01_05,plate,16_2023,C03
e01840_A,e01840,A,20240423,NW22_02_ST5_0m_1,2022,,,5,Northern Bering Sea,09032022 18:56:36.919,60.5061,-169.0089,sample,0,NBS,MP,2023_01_05,plate,16_2023,D03
e01841_A,e01841,A,20240423,NW22_02_ST5_0m_2,2022,,,5,Northern Bering Sea,09032022 18:56:36.919,60.5061,-169.0089,sample,0,NBS,MP,2023_01_05,plate,16_2023,E03
e01842_A,e01842,A,20240423,NW22_02_ST5_0m_3,2022,,,5,Northern Bering Sea,09032022 18:56:36.919,60.5061,-169.0089,sample,0,NBS,MP,2023_01_05,plate,16_2023,F03
e01843_A,e01843,A,20240423,NW22_02_ST7_0m_1,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,sample,0,NBS,MP,2023_01_05,plate,16_2023,G03
e01844_A,e01844,A,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H03
e01845_A,e01845,A,20240423,NW22_02_ST7_0m_2,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,sample,0,NBS,MP,2023_01_05,plate,16_2023,A04
e01846_A,e01846,A,20240423,NW22_02_ST7_0m_3,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,sample,0,NBS,MP,2023_01_05,plate,16_2023,B04
e01847_A,e01847,A,20240423,NW22_02_ST7_blank_4,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,C04
e01848_A,e01848,A,20240423,NW22_02_ST10_0m_2,2022,,,10,Northern Bering Sea,09052022 01:05:19.178,61.0004,-168.9995,sample,0,NBS,MP,2023_01_05,plate,16_2023,D04
